Date,Season,Opp,Type,Rslt,Tm,Opp_score,eFG%,TOV%,DRB%,FT%,Opp_eFG%,Opp_TOV%,Opp_DRB%,Opp_FT%,Source_File
2024-01-06,2023-2024,St. Bonaventure,REG (Conf),W,65.0,54.0,0.482,6.0,25.0,0.667,0.439,14.0,25.0,0.786,richmond.csv
2024-01-09,2023-2024,Loyola Chicago,REG (Conf),W,58.0,56.0,0.474,11.0,28.0,0.5,0.462,15.0,32.0,0.571,richmond.csv
2024-01-13,2023-2024,George Mason,REG (Conf),W,77.0,70.0,0.58,7.0,22.0,0.905,0.527,10.0,23.0,0.857,richmond.csv
2024-01-16,2023-2024,Duquesne,REG (Conf),W,63.0,61.0,0.53,10.0,24.0,0.714,0.474,9.0,21.0,0.636,richmond.csv
2024-01-20,2023-2024,Davidson,REG (Conf),W,69.0,64.0,0.458,6.0,35.0,0.875,0.438,11.0,30.0,0.615,richmond.csv
2024-01-24,2023-2024,George Washington,REG (Conf),W,82.0,74.0,0.55,7.0,29.0,0.8,0.438,9.0,32.0,0.846,richmond.csv
2024-01-27,2023-2024,Dayton,REG (Conf),W,69.0,64.0,0.418,7.0,30.0,0.767,0.424,11.0,30.0,0.7,richmond.csv
2024-01-31,2023-2024,Fordham,REG (Conf),W,83.0,69.0,0.66,10.0,24.0,0.813,0.491,12.0,22.0,0.7,richmond.csv
2024-02-03,2023-2024,VCU,REG (Conf),L,52.0,63.0,0.382,9.0,21.0,0.765,0.417,11.0,33.0,0.9,richmond.csv
2024-02-10,2023-2024,La Salle,REG (Conf),W,82.0,65.0,0.58,4.0,28.0,0.944,0.517,13.0,27.0,0.556,richmond.csv
2024-02-14,2023-2024,Massachusetts,REG (Conf),L,59.0,69.0,0.398,6.0,22.0,0.64,0.436,11.0,35.0,0.875,richmond.csv
2024-02-17,2023-2024,George Washington,REG (Conf),W,90.0,74.0,0.617,4.0,28.0,0.846,0.492,7.0,22.0,0.733,richmond.csv
2024-02-21,2023-2024,Rhode Island,REG (Conf),W,85.0,77.0,0.625,7.0,24.0,0.556,0.534,12.0,20.0,0.778,richmond.csv
2024-02-24,2023-2024,Davidson,REG (Conf),W,66.0,63.0,0.48,9.0,24.0,0.773,0.463,13.0,26.0,0.765,richmond.csv
2024-02-28,2023-2024,Saint Louis,REG (Conf),W,80.0,64.0,0.608,9.0,26.0,0.778,0.434,11.0,23.0,0.786,richmond.csv
2024-03-02,2023-2024,VCU,REG (Conf),W,79.0,76.0,0.622,10.0,27.0,0.692,0.554,9.0,23.0,0.778,richmond.csv
2024-03-06,2023-2024,Saint Joseph's,REG (Conf),W,73.0,66.0,0.491,8.0,26.0,0.818,0.484,13.0,24.0,0.538,richmond.csv
2024-03-09,2023-2024,George Mason,REG (Conf),L,46.0,64.0,0.457,13.0,19.0,0.5,0.59,9.0,23.0,0.556,richmond.csv
2024-03-14,2023-2024,Saint Joseph's,CTOURN,L,61.0,66.0,0.473,7.0,24.0,0.727,0.473,11.0,29.0,0.778,richmond.csv
2024-03-19,2023-2024,Virginia Tech,NIT,L,58.0,74.0,0.426,8.0,20.0,0.667,0.546,8.0,27.0,0.882,richmond.csv
2024-11-06,2024-2025,,REG (Non-Conf),W,101.0,68.0,0.627,12.0,35.0,0.711,0.366,15.0,23.0,0.696,richmond.csv
2024-11-09,2024-2025,Marist,REG (Non-Conf),L,72.0,79.0,0.471,10.0,25.0,0.774,0.55,10.0,25.0,0.765,richmond.csv
2024-11-13,2024-2025,Charlotte,REG (Non-Conf),L,48.0,65.0,0.43,10.0,28.0,0.385,0.402,7.0,29.0,0.8,richmond.csv
2024-11-16,2024-2025,Bucknell,REG (Non-Conf),L,76.0,80.0,0.4,7.0,24.0,0.8,0.538,22.0,32.0,0.727,richmond.csv
2024-11-20,2024-2025,Maine,REG (Non-Conf),W,70.0,66.0,0.532,14.0,33.0,0.8,0.414,6.0,22.0,0.783,richmond.csv
2024-11-25,2024-2025,,REG (Non-Conf),W,67.0,57.0,0.509,9.0,34.0,0.55,0.393,6.0,27.0,0.818,richmond.csv
2024-11-26,2024-2025,Louisiana Tech,REG (Non-Conf),L,62.0,65.0,0.474,7.0,24.0,0.667,0.49,10.0,27.0,0.778,richmond.csv
2024-11-27,2024-2025,Ball State,REG (Non-Conf),W,73.0,60.0,0.521,4.0,29.0,0.793,0.472,3.0,23.0,0.45,richmond.csv
2024-12-08,2024-2025,Auburn,REG (Non-Conf),L,54.0,98.0,0.322,14.0,18.0,0.842,0.572,7.0,32.0,0.704,richmond.csv
2024-12-14,2024-2025,Belmont,REG (Non-Conf),L,86.0,93.0,0.583,13.0,24.0,0.793,0.693,14.0,25.0,0.737,richmond.csv
2024-12-18,2024-2025,William & Mary,REG (Non-Conf),L,87.0,93.0,0.62,8.0,18.0,0.833,0.625,6.0,20.0,0.75,richmond.csv
2024-12-21,2024-2025,VMI,REG (Non-Conf),W,78.0,71.0,0.526,10.0,22.0,0.818,0.5,9.0,21.0,0.8,richmond.csv
2024-12-28,2024-2025,Florida Gulf Coast,REG (Non-Conf),L,57.0,75.0,0.368,8.0,24.0,0.947,0.534,8.0,29.0,0.571,richmond.csv
2024-12-31,2024-2025,George Washington,REG (Conf),W,66.0,61.0,0.421,7.0,27.0,0.9,0.426,12.0,29.0,0.789,richmond.csv
2025-01-04,2024-2025,Massachusetts,REG (Conf),W,72.0,64.0,0.443,7.0,20.0,0.9,0.49,17.0,26.0,0.81,richmond.csv
2025-01-08,2024-2025,George Mason,REG (Conf),L,58.0,64.0,0.52,9.0,16.0,0.875,0.466,15.0,25.0,0.821,richmond.csv
2025-01-11,2024-2025,Rhode Island,REG (Conf),L,64.0,67.0,0.421,14.0,27.0,1.0,0.466,15.0,29.0,0.591,richmond.csv
2025-01-15,2024-2025,St. Bonaventure,REG (Conf),L,49.0,63.0,0.457,6.0,19.0,0.7,0.533,5.0,24.0,0.737,richmond.csv
2025-01-18,2024-2025,Saint Louis,REG (Conf),L,59.0,63.0,0.427,9.0,31.0,0.706,0.453,11.0,34.0,0.682,richmond.csv
2025-01-25,2024-2025,Davidson,REG (Conf),L,66.0,72.0,0.547,11.0,26.0,0.8,0.536,5.0,23.0,0.667,richmond.csv
2025-01-29,2024-2025,George Washington,REG (Conf),L,66.0,75.0,0.565,10.0,15.0,0.625,0.582,14.0,27.0,0.692,richmond.csv
2025-02-01,2024-2025,VCU,REG (Conf),L,49.0,90.0,0.38,13.0,13.0,0.875,0.804,9.0,22.0,1.0,richmond.csv
2025-02-05,2024-2025,Duquesne,REG (Conf),W,73.0,68.0,0.707,14.0,19.0,0.833,0.5,10.0,9.0,0.583,richmond.csv
2025-02-08,2024-2025,Davidson,REG (Conf),L,60.0,71.0,0.538,5.0,18.0,0.5,0.528,4.0,22.0,0.833,richmond.csv
2025-02-11,2024-2025,Loyola Chicago,REG (Conf),L,80.0,87.0,0.558,9.0,22.0,1.0,0.585,9.0,19.0,0.733,richmond.csv
2025-02-15,2024-2025,Fordham,REG (Conf),W,70.0,66.0,0.508,8.0,25.0,0.769,0.41,8.0,25.0,0.64,richmond.csv
2025-02-19,2024-2025,La Salle,REG (Conf),W,63.0,58.0,0.5,10.0,24.0,0.875,0.429,9.0,23.0,0.833,richmond.csv
2025-02-22,2024-2025,Saint Joseph's,REG (Conf),L,62.0,78.0,0.448,7.0,18.0,1.0,0.696,13.0,28.0,0.778,richmond.csv
2025-02-25,2024-2025,VCU,REG (Conf),L,60.0,78.0,0.519,6.0,15.0,0.571,0.67,10.0,25.0,0.846,richmond.csv
2025-03-01,2024-2025,Dayton,REG (Conf),L,64.0,74.0,0.414,8.0,30.0,0.733,0.425,14.0,33.0,0.697,richmond.csv
2025-03-08,2024-2025,George Mason,REG (Conf),L,60.0,64.0,0.48,10.0,19.0,0.846,0.5,11.0,22.0,0.636,richmond.csv
2025-03-12,2024-2025,Davidson,CTOURN,L,65.0,69.0,0.519,10.0,26.0,0.909,0.552,9.0,25.0,0.727,richmond.csv
2023-11-06,2023-2024,Lafayette,REG (Non-Conf),W,81.0,60.0,0.556,8.0,22.0,0.524,0.444,15.0,22.0,0.632,saint-josephs.csv
2023-11-10,2023-2024,Pennsylvania,REG (Non-Conf),W,69.0,61.0,0.458,9.0,24.0,0.778,0.444,16.0,26.0,0.545,saint-josephs.csv
2023-11-14,2023-2024,Stonehill,REG (Non-Conf),W,100.0,56.0,0.705,14.0,36.0,0.778,0.331,15.0,15.0,0.75,saint-josephs.csv
2023-11-17,2023-2024,Texas A&MâCommerce,REG (Non-Conf),L,54.0,57.0,0.318,11.0,28.0,0.75,0.422,12.0,29.0,0.471,saint-josephs.csv
2023-11-20,2023-2024,Kentucky,REG (Non-Conf),L,88.0,96.0,0.527,14.0,27.0,0.75,0.609,9.0,27.0,0.667,saint-josephs.csv
2023-11-26,2023-2024,Sacred Heart,REG (Non-Conf),W,64.0,55.0,0.548,20.0,28.0,0.538,0.382,18.0,23.0,0.591,saint-josephs.csv
2023-11-29,2023-2024,Villanova,REG (Non-Conf),W,78.0,65.0,0.706,9.0,20.0,0.6,0.482,16.0,17.0,0.786,saint-josephs.csv
2023-12-02,2023-2024,Temple,REG (Non-Conf),W,74.0,65.0,0.538,12.0,31.0,0.9,0.408,9.0,21.0,0.6,saint-josephs.csv
2023-12-06,2023-2024,American,REG (Non-Conf),W,69.0,53.0,0.582,9.0,24.0,0.833,0.402,7.0,11.0,0.706,saint-josephs.csv
2023-12-10,2023-2024,Princeton,REG (Non-Conf),W,74.0,70.0,0.517,8.0,17.0,0.813,0.618,12.0,17.0,0.333,saint-josephs.csv
2023-12-16,2023-2024,Iona,REG (Non-Conf),W,83.0,58.0,0.67,16.0,30.0,0.667,0.331,8.0,17.0,0.652,saint-josephs.csv
2023-12-21,2023-2024,College of Charleston,REG (Non-Conf),L,82.0,89.0,0.486,10.0,25.0,0.813,0.531,14.0,30.0,0.833,saint-josephs.csv
2023-12-29,2023-2024,Loyola (MD),REG (Non-Conf),W,97.0,56.0,0.587,7.0,27.0,0.842,0.395,17.0,21.0,0.467,saint-josephs.csv
2024-01-03,2023-2024,Rhode Island,REG (Conf),L,74.0,78.0,0.46,11.0,26.0,0.615,0.459,9.0,27.0,0.629,saint-josephs.csv
2024-01-10,2023-2024,Saint Louis,REG (Conf),L,85.0,88.0,0.47,5.0,21.0,0.821,0.589,7.0,22.0,0.815,saint-josephs.csv
2024-01-13,2023-2024,Loyola Chicago,REG (Conf),L,75.0,78.0,0.5,11.0,22.0,0.75,0.516,16.0,25.0,0.6,saint-josephs.csv
2024-01-15,2023-2024,La Salle,REG (Conf),W,82.0,62.0,0.588,8.0,31.0,0.833,0.426,2.0,17.0,0.833,saint-josephs.csv
2024-01-20,2023-2024,Duquesne,REG (Conf),W,71.0,69.0,0.536,10.0,23.0,0.632,0.491,11.0,23.0,0.857,saint-josephs.csv
2024-01-23,2023-2024,Massachusetts,REG (Conf),W,78.0,77.0,0.549,13.0,26.0,0.647,0.485,17.0,28.0,0.824,saint-josephs.csv
2024-01-26,2023-2024,St. Bonaventure,REG (Conf),L,72.0,91.0,0.603,15.0,20.0,1.0,0.677,6.0,18.0,0.875,saint-josephs.csv
2024-01-31,2023-2024,George Mason,REG (Conf),W,75.0,73.0,0.582,11.0,24.0,0.647,0.541,9.0,21.0,0.636,saint-josephs.csv
2024-02-03,2023-2024,La Salle,REG (Conf),W,88.0,82.0,0.564,12.0,28.0,0.788,0.507,6.0,21.0,0.706,saint-josephs.csv
2024-02-06,2023-2024,Dayton,REG (Conf),L,79.0,94.0,0.586,12.0,17.0,0.5,0.672,12.0,20.0,0.727,saint-josephs.csv
2024-02-10,2023-2024,Saint Louis,REG (Conf),W,87.0,86.0,0.523,9.0,20.0,0.72,0.588,21.0,31.0,0.864,saint-josephs.csv
2024-02-14,2023-2024,Loyola Chicago,REG (Conf),L,59.0,64.0,0.388,8.0,16.0,0.933,0.49,14.0,27.0,0.813,saint-josephs.csv
2024-02-17,2023-2024,Duquesne,REG (Conf),L,56.0,66.0,0.402,12.0,22.0,0.647,0.529,16.0,27.0,0.846,saint-josephs.csv
2024-02-21,2023-2024,George Washington,REG (Conf),W,79.0,75.0,0.557,5.0,24.0,0.741,0.561,7.0,19.0,0.846,saint-josephs.csv
2024-02-25,2023-2024,VCU,REG (Conf),L,69.0,73.0,0.5,9.0,23.0,0.684,0.509,9.0,28.0,0.895,saint-josephs.csv
2024-03-02,2023-2024,Fordham,REG (Conf),W,82.0,69.0,0.515,8.0,22.0,0.714,0.467,16.0,23.0,0.632,saint-josephs.csv
2024-03-06,2023-2024,Richmond,REG (Conf),L,66.0,73.0,0.484,13.0,24.0,0.538,0.491,8.0,26.0,0.818,saint-josephs.csv
2024-03-09,2023-2024,Davidson,REG (Conf),W,89.0,71.0,0.559,11.0,24.0,0.742,0.448,10.0,20.0,0.917,saint-josephs.csv
2024-03-13,2023-2024,George Mason,CTOURN,W,64.0,57.0,0.549,8.0,20.0,0.8,0.42,8.0,21.0,0.909,saint-josephs.csv
2024-03-14,2023-2024,Richmond,CTOURN,W,66.0,61.0,0.473,11.0,29.0,0.778,0.473,7.0,24.0,0.727,saint-josephs.csv
2024-03-16,2023-2024,VCU,CTOURN,L,60.0,66.0,0.509,13.0,23.0,0.571,0.544,8.0,23.0,0.5,saint-josephs.csv
2024-03-20,2023-2024,Seton Hall,NIT,L,72.0,75.0,0.507,16.0,23.0,0.667,0.485,13.0,31.0,0.857,saint-josephs.csv
2024-11-04,2024-2025,Navy,REG (Non-Conf),W,70.0,63.0,0.522,17.0,29.0,0.759,0.403,13.0,24.0,0.818,saint-josephs.csv
2024-11-08,2024-2025,Central Connecticut State,REG (Non-Conf),L,67.0,73.0,0.491,13.0,24.0,0.588,0.561,11.0,27.0,0.643,saint-josephs.csv
2024-11-12,2024-2025,Villanova,REG (Non-Conf),W,83.0,76.0,0.508,10.0,21.0,0.88,0.47,13.0,26.0,0.875,saint-josephs.csv
2024-11-15,2024-2025,Pennsylvania,REG (Non-Conf),W,86.0,69.0,0.536,9.0,21.0,0.857,0.544,12.0,16.0,0.778,saint-josephs.csv
2024-11-21,2024-2025,Texas Tech,REG (Non-Conf),W,78.0,77.0,0.58,13.0,21.0,0.69,0.455,11.0,25.0,0.85,saint-josephs.csv
2024-11-22,2024-2025,Texas,REG (Non-Conf),L,58.0,67.0,0.371,12.0,24.0,0.529,0.5,11.0,24.0,0.706,saint-josephs.csv
2024-11-26,2024-2025,Coppin State,REG (Non-Conf),W,83.0,54.0,0.589,11.0,27.0,0.769,0.379,12.0,18.0,0.625,saint-josephs.csv
2024-12-03,2024-2025,Princeton,REG (Non-Conf),L,69.0,77.0,0.445,8.0,27.0,0.857,0.551,10.0,29.0,0.75,saint-josephs.csv
2024-12-07,2024-2025,La Salle,REG (Non-Conf),W,82.0,68.0,0.583,9.0,24.0,0.75,0.417,11.0,22.0,0.857,saint-josephs.csv
2024-12-10,2024-2025,College of Charleston,REG (Non-Conf),L,75.0,78.0,0.53,15.0,27.0,0.5,0.524,12.0,27.0,1.0,saint-josephs.csv
2024-12-18,2024-2025,American,REG (Non-Conf),W,84.0,57.0,0.688,15.0,25.0,0.857,0.42,12.0,11.0,0.667,saint-josephs.csv
2024-12-21,2024-2025,Virginia Tech,REG (Non-Conf),W,82.0,62.0,0.595,9.0,21.0,0.929,0.472,12.0,22.0,0.846,saint-josephs.csv
2024-12-28,2024-2025,Delaware State,REG (Non-Conf),W,76.0,58.0,0.574,16.0,31.0,0.778,0.35,12.0,21.0,0.762,saint-josephs.csv
2024-12-31,2024-2025,Massachusetts,REG (Conf),W,81.0,72.0,0.553,17.0,32.0,0.783,0.349,4.0,16.0,0.808,saint-josephs.csv
2025-01-03,2024-2025,Saint Louis,REG (Conf),L,57.0,73.0,0.359,6.0,21.0,0.733,0.573,9.0,31.0,0.714,saint-josephs.csv
2025-01-08,2024-2025,Duquesne,REG (Conf),L,81.0,85.0,0.551,13.0,26.0,0.64,0.514,8.0,23.0,0.857,saint-josephs.csv
2025-01-11,2024-2025,Loyola Chicago,REG (Conf),W,93.0,57.0,0.694,10.0,29.0,0.636,0.403,12.0,19.0,0.3,saint-josephs.csv
2025-01-17,2024-2025,VCU,REG (Conf),L,69.0,78.0,0.389,6.0,26.0,0.722,0.509,9.0,33.0,0.741,saint-josephs.csv
2025-01-21,2024-2025,Davidson,REG (Conf),W,78.0,61.0,0.602,8.0,29.0,0.538,0.438,6.0,23.0,0.833,saint-josephs.csv
2025-01-24,2024-2025,Dayton,REG (Conf),L,72.0,77.0,0.492,9.0,24.0,0.846,0.564,7.0,25.0,0.833,saint-josephs.csv
2025-01-29,2024-2025,Duquesne,REG (Conf),W,76.0,72.0,0.5,16.0,23.0,0.829,0.477,9.0,18.0,0.692,saint-josephs.csv
2025-02-01,2024-2025,Loyola Chicago,REG (Conf),L,55.0,58.0,0.318,12.0,22.0,0.833,0.481,15.0,24.0,0.727,saint-josephs.csv
2025-02-07,2024-2025,Saint Louis,REG (Conf),W,76.0,63.0,0.515,11.0,25.0,0.875,0.5,11.0,21.0,0.667,saint-josephs.csv
2025-02-12,2024-2025,La Salle,REG (Conf),W,75.0,63.0,0.508,9.0,20.0,0.722,0.411,10.0,24.0,0.739,saint-josephs.csv
2025-02-15,2024-2025,George Mason,REG (Conf),L,57.0,58.0,0.532,11.0,20.0,0.636,0.468,10.0,21.0,0.667,saint-josephs.csv
2025-02-19,2024-2025,George Washington,REG (Conf),W,79.0,68.0,0.583,11.0,22.0,0.8,0.418,10.0,16.0,0.667,saint-josephs.csv
2025-02-22,2024-2025,Richmond,REG (Conf),W,78.0,62.0,0.696,13.0,28.0,0.778,0.448,7.0,18.0,1.0,saint-josephs.csv
2025-02-26,2024-2025,St. Bonaventure,REG (Conf),W,75.0,64.0,0.549,9.0,28.0,0.5,0.431,4.0,22.0,0.889,saint-josephs.csv
2025-03-01,2024-2025,Fordham,REG (Conf),W,90.0,76.0,0.643,8.0,26.0,0.9,0.465,8.0,16.0,0.588,saint-josephs.csv
2025-03-05,2024-2025,Rhode Island,REG (Conf),W,91.0,74.0,0.58,8.0,21.0,0.765,0.558,14.0,23.0,0.583,saint-josephs.csv
2025-03-08,2024-2025,La Salle,REG (Conf),L,74.0,81.0,0.537,12.0,18.0,0.615,0.526,10.0,23.0,0.8,saint-josephs.csv
2025-03-13,2024-2025,La Salle,CTOURN,W,75.0,70.0,0.438,9.0,24.0,0.731,0.508,8.0,24.0,0.636,saint-josephs.csv
2025-03-14,2024-2025,Dayton,CTOURN,W,73.0,68.0,0.421,8.0,33.0,0.714,0.43,9.0,33.0,0.636,saint-josephs.csv
2025-03-15,2024-2025,George Mason,CTOURN,L,64.0,74.0,0.394,12.0,19.0,0.75,0.598,15.0,24.0,0.867,saint-josephs.csv
2025-03-19,2024-2025,UAB,NIT,L,65.0,69.0,0.382,8.0,22.0,0.909,0.397,14.0,32.0,0.789,saint-josephs.csv
2023-11-06,2023-2024,Southern Indiana,REG (Non-Conf),W,75.0,63.0,0.432,6.0,31.0,0.643,0.446,12.0,33.0,0.625,saint-louis.csv
2023-11-08,2023-2024,Lincoln (MO),REG (Non-Conf),W,102.0,66.0,0.7,12.0,30.0,0.641,0.385,19.0,24.0,0.593,saint-louis.csv
2023-11-11,2023-2024,Illinois State,REG (Non-Conf),W,80.0,71.0,0.481,9.0,26.0,0.811,0.467,15.0,29.0,0.636,saint-louis.csv
2023-11-16,2023-2024,Wyoming,REG (Non-Conf),W,79.0,69.0,0.544,14.0,24.0,0.773,0.373,19.0,22.0,0.941,saint-louis.csv
2023-11-17,2023-2024,Vermont,REG (Non-Conf),L,68.0,78.0,0.509,8.0,22.0,0.632,0.663,8.0,26.0,0.643,saint-louis.csv
2023-11-19,2023-2024,Wichita State,REG (Non-Conf),L,69.0,88.0,0.415,8.0,24.0,0.833,0.537,10.0,36.0,0.789,saint-louis.csv
2023-11-25,2023-2024,Dartmouth,REG (Non-Conf),W,66.0,65.0,0.417,6.0,23.0,0.762,0.491,10.0,28.0,0.765,saint-louis.csv
2023-11-28,2023-2024,Utah State,REG (Non-Conf),L,76.0,81.0,0.561,10.0,16.0,0.923,0.623,12.0,21.0,0.5,saint-louis.csv
2023-12-02,2023-2024,Southern Illinois,REG (Non-Conf),L,62.0,101.0,0.471,19.0,15.0,0.583,0.821,10.0,22.0,0.643,saint-louis.csv
2023-12-06,2023-2024,Drake,REG (Non-Conf),L,69.0,75.0,0.49,14.0,23.0,0.818,0.481,10.0,21.0,0.767,saint-louis.csv
2023-12-09,2023-2024,Hofstra,REG (Non-Conf),W,71.0,68.0,0.575,12.0,20.0,0.667,0.482,11.0,22.0,0.929,saint-louis.csv
2023-12-16,2023-2024,Louisiana Tech,REG (Non-Conf),W,75.0,74.0,0.64,9.0,26.0,0.733,0.466,0.0,20.0,0.704,saint-louis.csv
2023-12-20,2023-2024,NC State,REG (Non-Conf),L,70.0,82.0,0.511,15.0,26.0,0.793,0.573,6.0,16.0,0.5,saint-louis.csv
2024-01-03,2023-2024,Loyola Chicago,REG (Conf),L,73.0,80.0,0.492,14.0,24.0,0.421,0.6,9.0,24.0,0.609,saint-louis.csv
2024-01-06,2023-2024,George Mason,REG (Conf),L,67.0,79.0,0.546,16.0,22.0,0.727,0.52,5.0,15.0,0.794,saint-louis.csv
2024-01-10,2023-2024,Saint Joseph's,REG (Conf),W,88.0,85.0,0.589,7.0,22.0,0.815,0.47,5.0,21.0,0.821,saint-louis.csv
2024-01-16,2023-2024,Dayton,REG (Conf),L,65.0,70.0,0.47,10.0,26.0,0.429,0.5,8.0,29.0,0.552,saint-louis.csv
2024-01-19,2023-2024,VCU,REG (Conf),L,61.0,85.0,0.393,11.0,21.0,0.944,0.602,8.0,27.0,0.8,saint-louis.csv
2024-01-24,2023-2024,Davidson,REG (Conf),L,61.0,84.0,0.411,12.0,29.0,0.75,0.538,3.0,29.0,0.824,saint-louis.csv
2024-01-27,2023-2024,Massachusetts,REG (Conf),L,73.0,84.0,0.536,12.0,19.0,0.875,0.533,6.0,24.0,0.826,saint-louis.csv
2024-01-30,2023-2024,Loyola Chicago,REG (Conf),L,62.0,77.0,0.375,12.0,22.0,0.714,0.555,13.0,26.0,0.842,saint-louis.csv
2024-02-03,2023-2024,Fordham,REG (Conf),L,65.0,67.0,0.547,17.0,28.0,0.538,0.439,6.0,18.0,0.818,saint-louis.csv
2024-02-07,2023-2024,La Salle,REG (Conf),W,102.0,84.0,0.633,10.0,23.0,0.84,0.47,10.0,19.0,0.759,saint-louis.csv
2024-02-10,2023-2024,Saint Joseph's,REG (Conf),L,86.0,87.0,0.588,21.0,31.0,0.864,0.523,9.0,20.0,0.72,saint-louis.csv
2024-02-16,2023-2024,VCU,REG (Conf),L,85.0,95.0,0.544,10.0,15.0,0.767,0.596,14.0,23.0,0.871,saint-louis.csv
2024-02-20,2023-2024,Duquesne,REG (Conf),L,66.0,81.0,0.474,12.0,22.0,0.733,0.591,15.0,27.0,0.842,saint-louis.csv
2024-02-24,2023-2024,George Washington,REG (Conf),W,96.0,91.0,0.627,7.0,24.0,0.818,0.608,10.0,24.0,0.783,saint-louis.csv
2024-02-28,2023-2024,Richmond,REG (Conf),L,64.0,80.0,0.434,11.0,23.0,0.786,0.608,9.0,26.0,0.778,saint-louis.csv
2024-03-02,2023-2024,Rhode Island,REG (Conf),W,94.0,91.0,0.631,5.0,17.0,0.81,0.616,12.0,17.0,0.688,saint-louis.csv
2024-03-05,2023-2024,Dayton,REG (Conf),L,83.0,100.0,0.557,6.0,13.0,0.938,0.692,11.0,25.0,0.714,saint-louis.csv
2024-03-09,2023-2024,St. Bonaventure,REG (Conf),W,73.0,65.0,0.543,12.0,29.0,0.833,0.473,9.0,18.0,0.619,saint-louis.csv
2024-03-12,2023-2024,Rhode Island,CTOURN,W,74.0,71.0,0.525,9.0,26.0,0.6,0.519,11.0,24.0,0.625,saint-louis.csv
2024-03-13,2023-2024,Duquesne,CTOURN,L,73.0,83.0,0.556,13.0,24.0,0.767,0.59,5.0,22.0,0.55,saint-louis.csv
2024-11-04,2024-2025,Santa Clara,REG (Non-Conf),L,78.0,85.0,0.574,17.0,25.0,0.8,0.515,12.0,19.0,0.85,saint-louis.csv
2024-11-10,2024-2025,,REG (Non-Conf),W,95.0,44.0,0.577,9.0,29.0,0.867,0.333,19.0,23.0,0.571,saint-louis.csv
2024-11-16,2024-2025,Loyola Marymount,REG (Non-Conf),W,77.0,71.0,0.533,10.0,25.0,0.632,0.452,11.0,27.0,0.789,saint-louis.csv
2024-11-22,2024-2025,Wichita State,REG (Non-Conf),L,63.0,88.0,0.448,14.0,27.0,0.524,0.493,7.0,34.0,0.84,saint-louis.csv
2024-11-25,2024-2025,Quinnipiac,REG (Non-Conf),W,81.0,67.0,0.5,10.0,36.0,0.724,0.393,15.0,35.0,0.706,saint-louis.csv
2024-11-27,2024-2025,UMass Lowell,REG (Non-Conf),W,93.0,90.0,0.705,10.0,20.0,0.778,0.689,7.0,17.0,0.75,saint-louis.csv
2024-12-02,2024-2025,Jackson State,REG (Non-Conf),W,74.0,66.0,0.623,14.0,28.0,0.364,0.463,9.0,19.0,0.8,saint-louis.csv
2024-12-05,2024-2025,San Francisco,REG (Non-Conf),L,61.0,78.0,0.483,17.0,20.0,0.556,0.602,14.0,24.0,0.636,saint-louis.csv
2024-12-08,2024-2025,Chicago State,REG (Non-Conf),W,85.0,62.0,0.583,11.0,30.0,0.75,0.419,11.0,19.0,0.667,saint-louis.csv
2024-12-15,2024-2025,Illinois State,REG (Non-Conf),L,77.0,81.0,0.593,10.0,20.0,0.929,0.6,8.0,18.0,0.714,saint-louis.csv
2024-12-18,2024-2025,Wofford,REG (Non-Conf),L,71.0,74.0,0.567,7.0,24.0,0.571,0.552,4.0,27.0,0.588,saint-louis.csv
2024-12-22,2024-2025,Grand Canyon,REG (Non-Conf),L,72.0,73.0,0.544,7.0,24.0,0.588,0.477,9.0,28.0,0.579,saint-louis.csv
2024-12-28,2024-2025,,REG (Non-Conf),W,78.0,57.0,0.62,14.0,29.0,0.5,0.441,17.0,26.0,0.455,saint-louis.csv
2024-12-31,2024-2025,Fordham,REG (Conf),W,88.0,63.0,0.672,11.0,25.0,0.714,0.434,10.0,19.0,0.714,saint-louis.csv
2025-01-03,2024-2025,Saint Joseph's,REG (Conf),W,73.0,57.0,0.573,9.0,31.0,0.714,0.359,6.0,21.0,0.733,saint-louis.csv
2025-01-08,2024-2025,St. Bonaventure,REG (Conf),W,73.0,68.0,0.618,10.0,24.0,0.769,0.438,8.0,23.0,0.857,saint-louis.csv
2025-01-14,2024-2025,VCU,REG (Conf),L,62.0,78.0,0.581,19.0,21.0,0.826,0.486,9.0,14.0,0.8,saint-louis.csv
2025-01-18,2024-2025,Richmond,REG (Conf),W,63.0,59.0,0.453,11.0,34.0,0.682,0.427,9.0,31.0,0.706,saint-louis.csv
2025-01-22,2024-2025,La Salle,REG (Conf),W,64.0,52.0,0.483,18.0,26.0,0.875,0.354,13.0,23.0,0.75,saint-louis.csv
2025-01-25,2024-2025,George Washington,REG (Conf),L,61.0,67.0,0.491,11.0,22.0,0.714,0.509,11.0,26.0,0.619,saint-louis.csv
2025-01-28,2024-2025,VCU,REG (Conf),W,78.0,69.0,0.558,16.0,30.0,0.769,0.366,8.0,21.0,0.769,saint-louis.csv
2025-01-31,2024-2025,Dayton,REG (Conf),L,63.0,71.0,0.571,19.0,23.0,0.636,0.509,11.0,20.0,0.75,saint-louis.csv
2025-02-04,2024-2025,Massachusetts,REG (Conf),W,73.0,71.0,0.579,15.0,24.0,0.636,0.411,9.0,19.0,0.611,saint-louis.csv
