Date,Season,Opp,Type,Rslt,Tm,Opp_score,eFG%,TOV%,DRB%,FT%,Opp_eFG%,Opp_TOV%,Opp_DRB%,Opp_FT%,Source_File
2023-11-09,2023-2024,Elon,REG (Non-Conf),L,76.0,79.0,0.5,12.0,20.0,0.818,0.585,14.0,25.0,0.625,east-tennessee-state.csv
2023-11-13,2023-2024,Butler,REG (Non-Conf),L,47.0,81.0,0.345,18.0,25.0,0.5,0.529,8.0,27.0,0.727,east-tennessee-state.csv
2023-11-17,2023-2024,Davidson,REG (Non-Conf),W,70.0,68.0,0.474,14.0,27.0,0.682,0.46,11.0,25.0,0.786,east-tennessee-state.csv
2023-11-22,2023-2024,Cleveland State,REG (Non-Conf),L,70.0,72.0,0.545,18.0,20.0,0.75,0.477,10.0,20.0,0.45,east-tennessee-state.csv
2023-11-24,2023-2024,Alabama A&M,REG (Non-Conf),W,82.0,71.0,0.563,11.0,22.0,0.655,0.49,14.0,22.0,0.84,east-tennessee-state.csv
2023-11-29,2023-2024,Appalachian State,REG (Non-Conf),L,61.0,72.0,0.396,5.0,18.0,0.5,0.591,11.0,28.0,0.769,east-tennessee-state.csv
2023-12-03,2023-2024,Jacksonville State,REG (Non-Conf),W,61.0,59.0,0.481,9.0,19.0,0.529,0.49,12.0,21.0,0.529,east-tennessee-state.csv
2023-12-10,2023-2024,Tennessee Tech,REG (Non-Conf),W,73.0,72.0,0.451,11.0,23.0,0.857,0.5,11.0,22.0,0.818,east-tennessee-state.csv
2023-12-15,2023-2024,Tusculum,REG (Non-Conf),W,105.0,43.0,0.542,11.0,35.0,0.903,0.276,21.0,18.0,0.579,east-tennessee-state.csv
2023-12-20,2023-2024,Kansas City,REG (Non-Conf),W,70.0,57.0,0.385,6.0,26.0,0.769,0.357,17.0,31.0,0.81,east-tennessee-state.csv
2023-12-22,2023-2024,Utah State,REG (Non-Conf),L,65.0,80.0,0.367,8.0,28.0,0.6,0.519,8.0,32.0,0.667,east-tennessee-state.csv
2023-12-29,2023-2024,East Carolina,REG (Non-Conf),W,86.0,70.0,0.542,17.0,23.0,0.957,0.389,14.0,13.0,0.656,east-tennessee-state.csv
2024-01-03,2023-2024,Mercer,REG (Conf),W,80.0,69.0,0.456,9.0,32.0,0.875,0.394,8.0,16.0,0.63,east-tennessee-state.csv
2024-01-06,2023-2024,UNC Greensboro,REG (Conf),L,54.0,70.0,0.398,13.0,22.0,0.5,0.542,16.0,34.0,0.625,east-tennessee-state.csv
2024-01-10,2023-2024,Western Carolina,REG (Conf),L,66.0,80.0,0.422,10.0,20.0,0.706,0.582,12.0,33.0,0.643,east-tennessee-state.csv
2024-01-13,2023-2024,Furman,REG (Conf),L,73.0,82.0,0.5,10.0,21.0,0.636,0.5,9.0,25.0,0.885,east-tennessee-state.csv
2024-01-17,2023-2024,Wofford,REG (Conf),L,73.0,75.0,0.556,6.0,21.0,0.65,0.618,8.0,24.0,0.706,east-tennessee-state.csv
2024-01-21,2023-2024,Chattanooga,REG (Conf),L,74.0,81.0,0.468,9.0,24.0,0.696,0.615,6.0,24.0,0.667,east-tennessee-state.csv
2024-01-24,2023-2024,VMI,REG (Conf),W,74.0,73.0,0.478,18.0,27.0,0.667,0.518,14.0,22.0,0.727,east-tennessee-state.csv
2024-01-27,2023-2024,Samford,REG (Conf),L,72.0,75.0,0.457,10.0,23.0,0.679,0.604,9.0,22.0,0.647,east-tennessee-state.csv
2024-01-31,2023-2024,Mercer,REG (Conf),W,54.0,49.0,0.455,15.0,23.0,0.75,0.404,10.0,15.0,0.583,east-tennessee-state.csv
2024-02-03,2023-2024,The Citadel,REG (Conf),W,62.0,60.0,0.459,13.0,28.0,0.462,0.439,11.0,27.0,0.667,east-tennessee-state.csv
2024-02-07,2023-2024,Wofford,REG (Conf),W,57.0,50.0,0.368,13.0,18.0,0.857,0.417,13.0,18.0,0.625,east-tennessee-state.csv
2024-02-10,2023-2024,Furman,REG (Conf),L,63.0,65.0,0.431,8.0,19.0,0.591,0.552,11.0,23.0,0.632,east-tennessee-state.csv
2024-02-14,2023-2024,Chattanooga,REG (Conf),L,71.0,84.0,0.525,11.0,12.0,0.6,0.679,15.0,22.0,0.75,east-tennessee-state.csv
2024-02-17,2023-2024,Western Carolina,REG (Conf),L,65.0,70.0,0.435,6.0,24.0,0.579,0.455,6.0,25.0,0.864,east-tennessee-state.csv
2024-02-21,2023-2024,VMI,REG (Conf),W,82.0,69.0,0.516,13.0,25.0,0.731,0.517,17.0,24.0,0.75,east-tennessee-state.csv
2024-02-24,2023-2024,Samford,REG (Conf),L,71.0,87.0,0.484,13.0,22.0,0.478,0.647,11.0,23.0,0.667,east-tennessee-state.csv
2024-02-28,2023-2024,The Citadel,REG (Conf),W,81.0,63.0,0.559,10.0,20.0,0.789,0.467,12.0,16.0,0.645,east-tennessee-state.csv
2024-03-02,2023-2024,UNC Greensboro,REG (Conf),W,66.0,65.0,0.51,16.0,19.0,0.737,0.528,12.0,19.0,0.533,east-tennessee-state.csv
2024-03-08,2023-2024,VMI,CTOURN,W,98.0,66.0,0.605,12.0,23.0,0.719,0.509,22.0,28.0,0.5,east-tennessee-state.csv
2024-03-09,2023-2024,UNC Greensboro,CTOURN,W,73.0,62.0,0.533,13.0,23.0,0.5,0.458,13.0,18.0,0.778,east-tennessee-state.csv
2024-03-10,2023-2024,Chattanooga,CTOURN,W,85.0,84.0,0.405,9.0,26.0,0.636,0.509,15.0,31.0,0.75,east-tennessee-state.csv
2024-03-11,2023-2024,Samford,CTOURN,L,69.0,76.0,0.458,18.0,23.0,0.517,0.481,13.0,25.0,0.676,east-tennessee-state.csv
2024-11-04,2024-2025,,REG (Non-Conf),W,72.0,51.0,0.465,13.0,31.0,0.545,0.379,18.0,26.0,0.5,east-tennessee-state.csv
2024-11-08,2024-2025,Eastern Kentucky,REG (Non-Conf),L,78.0,82.0,0.475,12.0,18.0,0.69,0.59,11.0,18.0,0.667,east-tennessee-state.csv
2024-11-13,2024-2025,,REG (Non-Conf),W,82.0,54.0,0.647,17.0,31.0,0.583,0.369,19.0,21.0,0.75,east-tennessee-state.csv
2024-11-16,2024-2025,Davidson,REG (Non-Conf),L,70.0,76.0,0.571,6.0,15.0,0.429,0.585,13.0,20.0,0.656,east-tennessee-state.csv
2024-11-22,2024-2025,USC Upstate,REG (Non-Conf),W,87.0,76.0,0.554,10.0,24.0,0.652,0.555,17.0,25.0,0.714,east-tennessee-state.csv
2024-11-24,2024-2025,Queens (NC),REG (Non-Conf),W,82.0,67.0,0.553,13.0,27.0,0.6,0.475,12.0,20.0,0.5,east-tennessee-state.csv
2024-11-27,2024-2025,Charlotte,REG (Non-Conf),W,75.0,55.0,0.492,8.0,27.0,0.667,0.434,11.0,23.0,0.5,east-tennessee-state.csv
2024-11-30,2024-2025,Austin Peay,REG (Non-Conf),W,79.0,57.0,0.54,9.0,30.0,0.647,0.395,10.0,19.0,0.706,east-tennessee-state.csv
2024-12-03,2024-2025,James Madison,REG (Non-Conf),L,61.0,71.0,0.422,10.0,20.0,0.5,0.51,10.0,29.0,0.8,east-tennessee-state.csv
2024-12-07,2024-2025,Wichita State,REG (Non-Conf),L,87.0,96.0,0.563,12.0,20.0,0.583,0.617,11.0,29.0,0.81,east-tennessee-state.csv
2024-12-14,2024-2025,Jacksonville,REG (Non-Conf),L,52.0,60.0,0.414,13.0,20.0,0.286,0.464,19.0,22.0,0.727,east-tennessee-state.csv
2024-12-18,2024-2025,Elon,REG (Non-Conf),W,84.0,58.0,0.595,7.0,30.0,0.714,0.396,9.0,22.0,0.485,east-tennessee-state.csv
2024-12-21,2024-2025,Kansas City,REG (Non-Conf),L,66.0,73.0,0.473,12.0,15.0,0.813,0.589,12.0,17.0,0.909,east-tennessee-state.csv
2025-01-01,2024-2025,VMI,REG (Conf),W,84.0,69.0,0.621,7.0,25.0,0.636,0.49,11.0,23.0,0.72,east-tennessee-state.csv
2025-01-04,2024-2025,Wofford,REG (Conf),L,78.0,81.0,0.641,12.0,17.0,0.679,0.713,14.0,17.0,0.483,east-tennessee-state.csv
2025-01-08,2024-2025,Mercer,REG (Conf),W,70.0,68.0,0.474,14.0,25.0,0.652,0.491,11.0,21.0,0.577,east-tennessee-state.csv
2025-01-11,2024-2025,The Citadel,REG (Conf),W,70.0,52.0,0.473,13.0,20.0,0.667,0.439,18.0,14.0,0.9,east-tennessee-state.csv
2025-01-15,2024-2025,Furman,REG (Conf),L,70.0,73.0,0.481,12.0,21.0,0.667,0.509,13.0,19.0,0.72,east-tennessee-state.csv
2025-01-18,2024-2025,Samford,REG (Conf),W,65.0,60.0,0.412,7.0,21.0,0.818,0.434,14.0,24.0,0.778,east-tennessee-state.csv
2025-01-22,2024-2025,Western Carolina,REG (Conf),W,85.0,58.0,0.523,10.0,26.0,0.783,0.398,10.0,18.0,0.714,east-tennessee-state.csv
2025-01-25,2024-2025,Chattanooga,REG (Conf),L,63.0,71.0,0.406,12.0,23.0,0.579,0.52,11.0,29.0,0.667,east-tennessee-state.csv
2025-01-29,2024-2025,UNC Greensboro,REG (Conf),L,65.0,70.0,0.447,6.0,12.0,0.7,0.587,11.0,21.0,0.75,east-tennessee-state.csv
2025-02-02,2024-2025,Furman,REG (Conf),W,72.0,69.0,0.519,6.0,23.0,0.818,0.585,9.0,21.0,0.538,east-tennessee-state.csv
2025-02-05,2024-2025,VMI,REG (Conf),W,62.0,55.0,0.435,7.0,36.0,0.667,0.353,9.0,30.0,0.778,east-tennessee-state.csv
2025-02-08,2024-2025,Samford,REG (Conf),W,66.0,59.0,0.433,12.0,27.0,0.778,0.397,14.0,25.0,0.5,east-tennessee-state.csv
2025-02-12,2024-2025,Western Carolina,REG (Conf),L,67.0,76.0,0.38,4.0,20.0,0.813,0.509,12.0,32.0,0.773,east-tennessee-state.csv
2025-02-15,2024-2025,Chattanooga,REG (Conf),L,71.0,78.0,0.577,8.0,17.0,0.688,0.683,10.0,13.0,0.7,east-tennessee-state.csv
2025-02-19,2024-2025,UNC Greensboro,REG (Conf),W,65.0,49.0,0.51,13.0,25.0,0.8,0.434,11.0,15.0,1.0,east-tennessee-state.csv
2025-02-22,2024-2025,Wofford,REG (Conf),W,73.0,68.0,0.607,10.0,25.0,0.579,0.519,8.0,20.0,0.722,east-tennessee-state.csv
2025-02-26,2024-2025,Mercer,REG (Conf),W,59.0,58.0,0.433,12.0,29.0,0.538,0.465,15.0,29.0,1.0,east-tennessee-state.csv
2025-03-01,2024-2025,The Citadel,REG (Conf),W,81.0,66.0,0.67,7.0,23.0,0.714,0.491,10.0,14.0,0.625,east-tennessee-state.csv
2025-03-08,2024-2025,Wofford,CTOURN,L,60.0,72.0,0.48,5.0,20.0,0.591,0.564,9.0,25.0,0.633,east-tennessee-state.csv
2023-11-06,2023-2024,Butler,REG (Non-Conf),L,55.0,94.0,0.39,18.0,20.0,0.6,0.619,10.0,29.0,0.842,eastern-michigan.csv
2023-11-11,2023-2024,Georgia Southern,REG (Non-Conf),W,70.0,60.0,0.548,15.0,27.0,0.722,0.392,9.0,21.0,0.65,eastern-michigan.csv
2023-11-14,2023-2024,Florida Atlantic,REG (Non-Conf),L,57.0,100.0,0.444,11.0,14.0,0.643,0.727,7.0,27.0,0.583,eastern-michigan.csv
2023-11-18,2023-2024,Cleveland State,REG (Non-Conf),W,69.0,62.0,0.519,12.0,29.0,0.56,0.381,11.0,22.0,0.611,eastern-michigan.csv
2023-11-21,2023-2024,Detroit Mercy,REG (Non-Conf),W,76.0,72.0,0.716,13.0,16.0,0.929,0.6,8.0,13.0,0.857,eastern-michigan.csv
2023-11-25,2023-2024,Central Arkansas,REG (Non-Conf),W,74.0,71.0,0.557,7.0,24.0,0.652,0.491,11.0,25.0,0.682,eastern-michigan.csv
2023-11-26,2023-2024,North Dakota,REG (Non-Conf),L,70.0,72.0,0.564,8.0,17.0,0.571,0.49,10.0,21.0,0.724,eastern-michigan.csv
2023-12-01,2023-2024,Lake Superior St.,REG (Non-Conf),W,68.0,53.0,0.492,12.0,28.0,0.5,0.4,13.0,26.0,0.692,eastern-michigan.csv
2023-12-08,2023-2024,Oakland,REG (Non-Conf),L,63.0,77.0,0.49,14.0,23.0,0.867,0.578,9.0,24.0,0.625,eastern-michigan.csv
2023-12-16,2023-2024,Michigan,REG (Non-Conf),L,66.0,83.0,0.415,5.0,18.0,0.75,0.649,11.0,27.0,0.6,eastern-michigan.csv
2023-12-21,2023-2024,Hampton,REG (Non-Conf),W,72.0,69.0,0.56,11.0,28.0,0.762,0.407,8.0,21.0,0.706,eastern-michigan.csv
2023-12-30,2023-2024,Northwood,REG (Non-Conf),W,67.0,64.0,0.444,18.0,25.0,0.667,0.423,10.0,16.0,0.75,eastern-michigan.csv
2024-01-02,2023-2024,Bowling Green,REG (Conf),L,90.0,92.0,0.533,7.0,33.0,0.643,0.523,9.0,32.0,0.632,eastern-michigan.csv
2024-01-06,2023-2024,Kent State,REG (Conf),W,71.0,69.0,0.525,12.0,20.0,0.818,0.536,15.0,21.0,0.75,eastern-michigan.csv
2024-01-09,2023-2024,Central Michigan,REG (Conf),L,64.0,80.0,0.459,11.0,14.0,0.667,0.724,15.0,25.0,0.643,eastern-michigan.csv
2024-01-13,2023-2024,Miami (OH),REG (Conf),L,54.0,71.0,0.345,9.0,20.0,0.737,0.53,11.0,31.0,0.857,eastern-michigan.csv
2024-01-16,2023-2024,Ball State,REG (Conf),L,62.0,76.0,0.439,15.0,24.0,0.706,0.567,9.0,26.0,0.773,eastern-michigan.csv
2024-01-20,2023-2024,Ohio,REG (Conf),L,67.0,85.0,0.452,10.0,19.0,0.714,0.664,11.0,28.0,0.6,eastern-michigan.csv
2024-01-23,2023-2024,Western Michigan,REG (Conf),L,56.0,73.0,0.362,7.0,17.0,0.5,0.533,15.0,32.0,0.529,eastern-michigan.csv
2024-01-27,2023-2024,Buffalo,REG (Conf),W,75.0,65.0,0.56,8.0,27.0,0.625,0.477,8.0,19.0,0.6,eastern-michigan.csv
2024-01-30,2023-2024,Akron,REG (Conf),L,46.0,77.0,0.38,14.0,18.0,0.571,0.547,10.0,29.0,0.875,eastern-michigan.csv
2024-02-03,2023-2024,Northern Illinois,REG (Conf),L,66.0,76.0,0.449,13.0,18.0,0.765,0.426,10.0,25.0,0.857,eastern-michigan.csv
2024-02-06,2023-2024,Toledo,REG (Conf),L,87.0,91.0,0.618,11.0,23.0,0.333,0.585,6.0,21.0,0.759,eastern-michigan.csv
2024-02-10,2023-2024,LouisianaâMonroe,REG (Non-Conf),L,76.0,82.0,0.514,6.0,15.0,0.714,0.643,12.0,23.0,0.667,eastern-michigan.csv
2024-02-17,2023-2024,Bowling Green,REG (Conf),W,69.0,60.0,0.5,12.0,30.0,0.6,0.391,9.0,25.0,0.526,eastern-michigan.csv
2024-02-20,2023-2024,Buffalo,REG (Conf),L,69.0,78.0,0.448,10.0,23.0,0.9,0.508,9.0,23.0,0.727,eastern-michigan.csv
2024-02-24,2023-2024,Ball State,REG (Conf),W,58.0,56.0,0.44,11.0,26.0,0.636,0.391,10.0,27.0,0.813,eastern-michigan.csv
2024-02-27,2023-2024,Western Michigan,REG (Conf),W,70.0,67.0,0.5,11.0,23.0,0.636,0.526,11.0,21.0,0.316,eastern-michigan.csv
2024-03-02,2023-2024,Miami (OH),REG (Conf),L,37.0,52.0,0.35,17.0,28.0,0.667,0.412,9.0,25.0,0.833,eastern-michigan.csv
2024-03-05,2023-2024,Akron,REG (Conf),W,61.0,60.0,0.467,9.0,19.0,0.556,0.522,14.0,20.0,0.706,eastern-michigan.csv
2024-03-08,2023-2024,Central Michigan,REG (Conf),L,62.0,65.0,0.386,4.0,25.0,0.647,0.36,10.0,34.0,0.579,eastern-michigan.csv
2024-11-04,2024-2025,Texas State,REG (Non-Conf),L,44.0,64.0,0.336,13.0,19.0,0.333,0.49,12.0,32.0,0.81,eastern-michigan.csv
2024-11-08,2024-2025,,REG (Non-Conf),W,83.0,58.0,0.6,17.0,30.0,0.607,0.406,15.0,16.0,0.75,eastern-michigan.csv
2024-11-14,2024-2025,IU Indy,REG (Non-Conf),W,74.0,71.0,0.517,12.0,26.0,0.706,0.333,12.0,20.0,0.886,eastern-michigan.csv
2024-11-16,2024-2025,Cleveland State,REG (Non-Conf),L,63.0,71.0,0.473,16.0,16.0,0.714,0.567,13.0,21.0,0.667,eastern-michigan.csv
2024-11-21,2024-2025,Oakland,REG (Non-Conf),W,68.0,64.0,0.458,6.0,21.0,0.813,0.521,11.0,28.0,0.682,eastern-michigan.csv
2024-11-25,2024-2025,Houston Christian,REG (Non-Conf),W,74.0,73.0,0.618,15.0,21.0,0.786,0.591,13.0,16.0,0.533,eastern-michigan.csv
2024-11-26,2024-2025,Northern Arizona,REG (Non-Conf),W,72.0,68.0,0.482,8.0,21.0,0.679,0.469,14.0,28.0,0.583,eastern-michigan.csv
2024-11-30,2024-2025,Detroit Mercy,REG (Non-Conf),L,89.0,98.0,0.568,14.0,23.0,0.815,0.621,14.0,23.0,0.875,eastern-michigan.csv
2024-12-03,2024-2025,Loyola Chicago,REG (Non-Conf),L,54.0,76.0,0.5,12.0,11.0,0.5,0.632,17.0,26.0,0.692,eastern-michigan.csv
2024-12-15,2024-2025,Purdue Fort Wayne,REG (Non-Conf),L,76.0,99.0,0.525,10.0,21.0,0.667,0.703,9.0,24.0,0.5,eastern-michigan.csv
2024-12-21,2024-2025,Wright State,REG (Non-Conf),W,86.0,82.0,0.578,14.0,21.0,0.731,0.575,9.0,16.0,0.813,eastern-michigan.csv
2024-12-28,2024-2025,Davidson,REG (Non-Conf),L,64.0,86.0,0.482,9.0,18.0,0.75,0.653,9.0,28.0,0.71,eastern-michigan.csv
2025-01-04,2024-2025,Northern Illinois,REG (Conf),W,75.0,71.0,0.492,10.0,25.0,0.727,0.491,13.0,25.0,0.905,eastern-michigan.csv
2025-01-07,2024-2025,Toledo,REG (Conf),L,87.0,90.0,0.643,15.0,24.0,0.789,0.586,11.0,22.0,0.759,eastern-michigan.csv
2025-01-11,2024-2025,Akron,REG (Conf),L,81.0,105.0,0.516,15.0,10.0,0.727,0.68,14.0,27.0,0.846,eastern-michigan.csv
2025-01-14,2024-2025,Central Michigan,REG (Conf),L,63.0,82.0,0.463,17.0,18.0,0.619,0.508,5.0,24.0,0.724,eastern-michigan.csv
2025-01-18,2024-2025,Bowling Green,REG (Conf),W,68.0,62.0,0.58,16.0,29.0,0.667,0.388,12.0,22.0,0.739,eastern-michigan.csv
2025-01-21,2024-2025,Ohio,REG (Conf),W,94.0,87.0,0.69,12.0,25.0,0.824,0.581,10.0,19.0,0.682,eastern-michigan.csv
2025-01-25,2024-2025,Buffalo,REG (Conf),W,90.0,77.0,0.585,9.0,17.0,0.955,0.551,19.0,18.0,0.75,eastern-michigan.csv
2025-01-28,2024-2025,Miami (OH),REG (Conf),L,80.0,89.0,0.516,11.0,19.0,0.762,0.575,8.0,27.0,0.7,eastern-michigan.csv
2025-02-01,2024-2025,Western Michigan,REG (Conf),L,54.0,61.0,0.385,15.0,24.0,0.737,0.421,13.0,20.0,0.765,eastern-michigan.csv
2025-02-04,2024-2025,Kent State,REG (Conf),L,49.0,70.0,0.333,15.0,21.0,0.643,0.5,15.0,33.0,0.75,eastern-michigan.csv
2025-02-08,2024-2025,Old Dominion,REG (Non-Conf),W,76.0,70.0,0.55,11.0,18.0,0.7,0.49,13.0,17.0,0.95,eastern-michigan.csv
2025-02-11,2024-2025,Ball State,REG (Conf),L,84.0,86.0,0.602,11.0,17.0,0.765,0.587,15.0,16.0,0.893,eastern-michigan.csv
2025-02-15,2024-2025,Toledo,REG (Conf),W,80.0,73.0,0.634,10.0,24.0,0.9,0.5,10.0,19.0,0.688,eastern-michigan.csv
2025-02-18,2024-2025,Miami (OH),REG (Conf),W,76.0,66.0,0.577,15.0,23.0,0.842,0.444,7.0,17.0,0.625,eastern-michigan.csv
2025-02-22,2024-2025,Northern Illinois,REG (Conf),W,79.0,76.0,0.51,7.0,24.0,0.778,0.591,9.0,18.0,0.647,eastern-michigan.csv
2025-02-25,2024-2025,Bowling Green,REG (Conf),L,60.0,65.0,0.46,14.0,24.0,0.5,0.55,14.0,23.0,0.625,eastern-michigan.csv
2025-02-28,2024-2025,Central Michigan,REG (Conf),W,84.0,73.0,0.557,12.0,22.0,0.842,0.466,7.0,20.0,0.75,eastern-michigan.csv
2025-03-04,2024-2025,Ohio,REG (Conf),W,83.0,79.0,0.569,12.0,25.0,0.895,0.518,11.0,19.0,0.759,eastern-michigan.csv
2025-03-07,2024-2025,Kent State,REG (Conf),L,70.0,76.0,0.564,15.0,19.0,0.944,0.536,12.0,17.0,0.773,eastern-michigan.csv
2025-03-13,2024-2025,Miami (OH),CTOURN,L,75.0,81.0,0.507,9.0,20.0,0.636,0.534,14.0,26.0,0.655,eastern-michigan.csv
2023-11-06,2023-2024,Wagner,REG (Non-Conf),W,68.0,64.0,0.492,10.0,24.0,0.421,0.419,11.0,24.0,0.706,fordham.csv
2023-11-11,2023-2024,Cornell,REG (Non-Conf),L,73.0,78.0,0.527,14.0,15.0,0.56,0.61,20.0,22.0,0.63,fordham.csv
2023-11-17,2023-2024,Norfolk State,REG (Non-Conf),W,77.0,64.0,0.49,17.0,30.0,0.714,0.352,16.0,20.0,0.703,fordham.csv
2023-11-19,2023-2024,Abilene Christian,REG (Non-Conf),L,45.0,59.0,0.306,19.0,25.0,0.571,0.427,9.0,23.0,0.706,fordham.csv
2023-11-20,2023-2024,Kent State,REG (Non-Conf),L,72.0,79.0,0.44,19.0,16.0,0.6,0.49,20.0,23.0,0.829,fordham.csv
2023-11-27,2023-2024,Manhattan,REG (Non-Conf),W,93.0,61.0,0.558,10.0,30.0,0.8,0.475,20.0,22.0,0.556,fordham.csv
2023-11-30,2023-2024,FDU,REG (Non-Conf),W,80.0,52.0,0.484,13.0,31.0,0.568,0.345,23.0,25.0,0.519,fordham.csv
2023-12-03,2023-2024,Tulane,REG (Non-Conf),L,81.0,89.0,0.5,14.0,19.0,0.8,0.594,13.0,24.0,0.762,fordham.csv
2023-12-06,2023-2024,NJIT,REG (Non-Conf),L,77.0,80.0,0.536,10.0,23.0,0.548,0.564,12.0,21.0,0.72,fordham.csv
2023-12-10,2023-2024,North Texas,REG (Non-Conf),W,60.0,59.0,0.45,12.0,25.0,0.5,0.425,13.0,26.0,0.727,fordham.csv
2023-12-16,2023-2024,St. John's (NY),REG (Non-Conf),L,55.0,77.0,0.271,20.0,28.0,0.885,0.478,14.0,29.0,0.579,fordham.csv
2023-12-21,2023-2024,Central Connecticut State,REG (Non-Conf),L,80.0,82.0,0.558,15.0,13.0,0.765,0.592,15.0,19.0,0.774,fordham.csv
2023-12-30,2023-2024,Columbia,REG (Non-Conf),W,87.0,78.0,0.508,7.0,29.0,0.769,0.484,9.0,29.0,0.739,fordham.csv
2024-01-03,2023-2024,George Washington,REG (Conf),W,119.0,113.0,0.545,12.0,22.0,0.759,0.557,15.0,31.0,0.833,fordham.csv
2024-01-06,2023-2024,La Salle,REG (Conf),L,76.0,81.0,0.492,12.0,18.0,0.619,0.491,14.0,22.0,0.833,fordham.csv
2024-01-13,2023-2024,St. Bonaventure,REG (Conf),W,80.0,74.0,0.591,8.0,27.0,0.652,0.45,9.0,27.0,0.909,fordham.csv
2024-01-17,2023-2024,Davidson,REG (Conf),L,69.0,79.0,0.402,13.0,28.0,0.842,0.456,11.0,26.0,0.794,fordham.csv
2024-01-20,2023-2024,Loyola Chicago,REG (Conf),L,61.0,65.0,0.414,10.0,19.0,0.722,0.521,14.0,22.0,0.75,fordham.csv
2024-01-24,2023-2024,Rhode Island,REG (Conf),W,71.0,68.0,0.544,6.0,25.0,0.36,0.49,14.0,31.0,0.6,fordham.csv
2024-01-27,2023-2024,Duquesne,REG (Conf),L,59.0,68.0,0.404,12.0,26.0,0.542,0.48,8.0,25.0,0.633,fordham.csv
2024-01-31,2023-2024,Richmond,REG (Conf),L,69.0,83.0,0.491,12.0,22.0,0.7,0.66,10.0,24.0,0.813,fordham.csv
2024-02-03,2023-2024,Saint Louis,REG (Conf),W,67.0,65.0,0.439,6.0,18.0,0.818,0.547,17.0,28.0,0.538,fordham.csv
2024-02-06,2023-2024,VCU,REG (Conf),L,60.0,75.0,0.467,15.0,19.0,0.571,0.598,13.0,26.0,0.875,fordham.csv
2024-02-14,2023-2024,St. Bonaventure,REG (Conf),L,67.0,85.0,0.5,12.0,16.0,0.722,0.72,16.0,20.0,0.65,fordham.csv
2024-02-17,2023-2024,Dayton,REG (Conf),L,70.0,78.0,0.491,10.0,20.0,0.867,0.649,6.0,23.0,0.68,fordham.csv
2024-02-20,2023-2024,Davidson,REG (Conf),L,53.0,68.0,0.382,10.0,22.0,0.647,0.521,7.0,27.0,0.692,fordham.csv
2024-02-23,2023-2024,Duquesne,REG (Conf),W,79.0,67.0,0.596,16.0,27.0,0.708,0.4,11.0,16.0,0.852,fordham.csv
2024-02-27,2023-2024,George Mason,REG (Conf),W,61.0,60.0,0.424,7.0,18.0,0.786,0.48,14.0,27.0,0.733,fordham.csv
2024-03-02,2023-2024,Saint Joseph's,REG (Conf),L,69.0,82.0,0.467,16.0,23.0,0.632,0.515,8.0,22.0,0.714,fordham.csv
2024-03-06,2023-2024,Massachusetts,REG (Conf),L,64.0,66.0,0.408,6.0,19.0,0.579,0.49,7.0,27.0,0.625,fordham.csv
2024-03-09,2023-2024,Rhode Island,REG (Conf),L,50.0,58.0,0.325,11.0,25.0,0.6,0.424,15.0,31.0,0.633,fordham.csv
2024-03-12,2023-2024,Davidson,CTOURN,W,71.0,63.0,0.397,14.0,20.0,0.708,0.5,19.0,24.0,0.667,fordham.csv
2024-03-13,2023-2024,VCU,CTOURN,L,62.0,69.0,0.5,12.0,19.0,0.722,0.5,13.0,21.0,0.692,fordham.csv
2024-11-04,2024-2025,St. John's (NY),REG (Non-Conf),L,60.0,92.0,0.436,19.0,21.0,0.6,0.614,11.0,27.0,0.733,fordham.csv
2024-11-09,2024-2025,Seton Hall,REG (Non-Conf),W,57.0,56.0,0.433,14.0,25.0,0.667,0.444,12.0,25.0,0.5,fordham.csv
2024-11-12,2024-2025,Binghamton,REG (Non-Conf),W,78.0,63.0,0.475,7.0,26.0,0.7,0.481,17.0,32.0,0.579,fordham.csv
2024-11-15,2024-2025,Manhattan,REG (Non-Conf),L,76.0,78.0,0.451,10.0,25.0,0.786,0.468,14.0,26.0,0.714,fordham.csv
2024-11-19,2024-2025,,REG (Non-Conf),W,101.0,61.0,0.631,14.0,29.0,0.633,0.427,17.0,17.0,0.889,fordham.csv
2024-11-22,2024-2025,Drexel,REG (Non-Conf),L,71.0,73.0,0.533,10.0,20.0,0.636,0.594,13.0,24.0,0.909,fordham.csv
2024-11-25,2024-2025,Penn State,REG (Non-Conf),L,66.0,85.0,0.519,14.0,20.0,0.5,0.57,11.0,26.0,0.625,fordham.csv
2024-11-26,2024-2025,San Francisco,REG (Non-Conf),L,64.0,85.0,0.451,10.0,18.0,0.643,0.724,11.0,23.0,0.609,fordham.csv
2024-12-01,2024-2025,New Hampshire,REG (Non-Conf),W,83.0,61.0,0.541,18.0,28.0,0.895,0.442,15.0,18.0,0.727,fordham.csv
2024-12-04,2024-2025,FDU,REG (Non-Conf),W,84.0,75.0,0.508,16.0,32.0,0.783,0.485,11.0,20.0,0.667,fordham.csv
2024-12-08,2024-2025,Maine,REG (Non-Conf),W,87.0,72.0,0.582,14.0,30.0,0.64,0.417,13.0,21.0,0.895,fordham.csv
2024-12-14,2024-2025,Bryant,REG (Non-Conf),W,86.0,84.0,0.486,14.0,20.0,0.864,0.492,16.0,23.0,0.774,fordham.csv
